sku,r2,explained_variance,MAE,MSE,Median_MSE,RMSE
1,0.7979957752718726,0.9769499870383391,73.77192592592647,5843.703505432188,78.96833333333416,76.44412014950652
2,0.9538923013252228,0.9717591484671496,25.758666666666873,1529.0238222222338,16.52000000000035,39.102734203917684
3,0.9022733074143909,0.9077252058514712,46.11666666666667,3707.9242600000002,39.81000000000006,60.89272748038143
4,0.9249069263085399,0.9924146126415672,29.5177777777778,969.201271111112,29.580000000000013,31.131997544505747
5,0.8511003423162515,0.9376675103179497,51.64822222222222,4585.214882222227,45.24666666666653,67.71421477224872
6,0.9251229219790864,0.955562565703288,22.871555555555556,740.7559377777775,20.839999999999975,27.216831883556498
7,0.8792968339260463,0.978288405607427,26.670370370369675,867.3183518518146,26.178333333331977,29.450269130380022
8,0.9293796736049339,0.9876057024901966,16.050172839506878,306.9216578875393,15.458888888889092,17.51917971503059
9,0.9753745421302157,0.9842932073838762,8.899851851851905,113.83997728395126,9.060000000000002,10.669581870155515
10,0.9411063788572743,0.9515038062101326,12.679592592593089,328.5620156172934,9.853333333334348,18.12627969599094
11,0.978119255531688,0.9792192673867592,6.1888888888888545,71.63997777777728,4.440000000000154,8.464040275056426
12,0.9731415513480731,0.9843045878802901,7.117777777778558,81.63037234569106,6.815000000001248,9.03495281369477
13,0.9841863922753619,0.9849462723582543,2.678814814814814,50.56790358024701,0.5233333333333121,7.1111112760416715
14,0.8360343639827451,0.9351326656039619,21.2857777777777,595.6263466666629,19.88000000000011,24.405457313204828
15,0.9912035527457643,0.9913677818960414,5.854222222222222,85.69624888888895,3.7399999999999807,9.257226846571761
16,0.9481138886842351,0.9806238813963257,16.93251851851862,379.08044172839897,15.806666666666885,19.46998823133694
17,0.9465363930591432,0.9521113233565583,7.892123456789995,331.76082235939026,5.127777777777965,18.21430268660841
18,0.9177547019474503,0.9625872907123283,13.058951989025417,300.97815066941837,10.22716049382612,17.348721874230918
19,0.5087560654983503,0.9096002875121105,33.14392592592608,1346.2616440740856,32.76000000000003,36.69143829388657
20,0.9641587630659558,0.9776157623179742,7.200814814814972,87.99935185185414,6.146666666666846,9.380796973170996
21,0.9841987609818245,0.9846683468893463,2.477740740740746,64.40202672839506,0.5516666666666623,8.025087334627273
22,0.9368368703859894,0.9567434796934258,9.437672394043538,183.75030890613047,7.47999999999999,13.555453105895445
23,0.8134986860233142,0.9355439019936033,18.14555555555556,497.75920518518524,15.091666666666669,22.310517815263392
24,0.6108334018256633,0.9432666989930895,45.44022222222207,2227.3985799999846,49.609999999999786,47.195323709028465
25,0.97151161074465,0.9770967396672745,5.100666666666697,43.11166938271621,4.196666666666658,6.5659477139797735
26,0.8562658404654491,0.8803667958821378,15.739777777777666,1206.8300486419712,10.35333333333314,34.739459532957206
27,0.8992184445175305,0.9529259809634609,20.766703703703694,531.2255014197524,20.368333333333254,23.048329688282237
28,0.872359784164585,0.9643058977747954,17.376,395.25630222222213,18.119999999999976,19.881053850895885
29,0.9541923226119731,0.9644050423826134,6.400740740740698,118.14634716048997,2.4233333333339715,10.86951457796023
30,0.9599487154820122,0.9647286508528748,9.217382716049215,193.12068795609332,7.018888888887801,13.896786965197867
31,0.9797308432951302,0.9809767351421096,4.864493827160139,52.534611303151884,3.439999999999003,7.2480763864043185
32,0.9354877742932545,0.9732183583456486,16.926111111111766,369.58324561730973,18.551666666667245,19.224547995136575
33,0.6599370236773658,0.9089122317431306,22.667708333333284,655.8422654214864,23.76666666666665,25.609417514295135
34,0.9515440319630437,0.9530230803482023,4.6057777777777975,143.37989333333283,0.9899999999999238,11.974134345886254
35,0.9822575503610284,0.9823048305148343,4.263777777777776,45.474765833333386,2.532499999999999,6.7434980413234635
36,0.9721822364670093,0.987139967050488,6.70920833333337,69.47319535783241,5.645416666666705,8.335058209624718
37,0.9915283912339552,0.991531992018897,1.6057777777777267,14.232453333333266,0.3999999999999062,3.7725923889725044
38,0.6889277032924759,0.9107928070430842,13.362999999999893,246.91674623456436,14.421666666666468,15.713584767154959
39,0.408729200054348,0.9329183154431501,48.81055555555553,2687.360532037035,51.6283333333333,51.839758217385956
40,0.9967514109090315,0.9967937584448159,1.4395555555555584,7.207424032921974,0.5244444444443417,2.6846646034322377
41,0.9730423007412325,0.9869514105070305,7.621333333333284,94.60906395061637,6.289999999999935,9.726719074313618
42,0.4907577780176373,0.9597277405184924,37.80177777777778,1551.6859466666672,36.44,39.391445094927235
43,0.8791319152674258,0.9561723036826146,18.812518518517912,541.2058599999712,14.55166666666544,23.263831584671756
44,0.8101944887639575,0.9494007920978659,23.34911111111105,656.557415555553,20.63999999999993,25.623376349645124
45,0.7365061210160264,0.9357427028114353,23.611999999999988,685.6761333333326,25.00999999999999,26.185418334128876
46,0.8768813305898384,0.9635934181562337,26.77281481481479,837.4449206172822,30.410000000000025,28.938640614536165
47,0.8954605376487047,0.8963337696035495,25.06540740740741,1077.49334927296,17.510000000001256,32.82519381927485
48,0.9568336173528187,0.9613470059051896,6.740888888888982,69.5385910204093,5.76285714285725,8.338980214655106
49,0.8549441882175143,0.9251835991802383,20.97577777777783,889.4101755555592,14.260000000000105,29.82298066182452
50,0.5667985629617841,0.9114673215291248,23.4442222222222,676.9995044444431,23.57999999999997,26.01921413964002
