valores,score,sku,param
4,0.9339377690857216,43,max_features
5,0.9376537505520154,43,max_features
6,0.9384957577159517,43,max_features
7,0.9303056827820184,43,max_features
1,0.9142769107727371,44,max_features
2,0.917886290808408,44,max_features
3,0.9156591715607576,44,max_features
4,0.9106804567752124,44,max_features
5,0.9157091458908929,44,max_features
6,0.9039218588543232,44,max_features
7,0.8903557641458765,44,max_features
1,0.9166873712554717,45,max_features
2,0.9259428479668456,45,max_features
3,0.9320587032249208,45,max_features
4,0.9293319137552115,45,max_features
5,0.9220362523354289,45,max_features
6,0.902713686255104,45,max_features
7,0.8927564610506865,45,max_features
1,0.8939445308327183,46,max_features
2,0.9103822452566328,46,max_features
3,0.9217784399801423,46,max_features
4,0.9230634854080925,46,max_features
5,0.9214012554326266,46,max_features
6,0.9168941208508696,46,max_features
7,0.910059956278576,46,max_features
1,0.851742288669925,47,max_features
2,0.8867524575258042,47,max_features
3,0.9026434673393755,47,max_features
4,0.9150639042430567,47,max_features
5,0.9222896427100824,47,max_features
6,0.917014213528982,47,max_features
7,0.9128507914688823,47,max_features
1,0.9402307797606904,48,max_features
2,0.9521968553759621,48,max_features
3,0.9569766347959829,48,max_features
4,0.9572936907322104,48,max_features
5,0.9556056286452962,48,max_features
6,0.9487203087336122,48,max_features
7,0.9471138919613922,48,max_features
1,0.887050197294856,49,max_features
2,0.9059391935049208,49,max_features
3,0.928334469151873,49,max_features
4,0.9292599304004113,49,max_features
5,0.9320179914491693,49,max_features
6,0.9324212348137262,49,max_features
7,0.9284864273884222,49,max_features
1,0.898606384880012,50,max_features
2,0.9061605507557009,50,max_features
3,0.9024988211254831,50,max_features
4,0.8880250979767813,50,max_features
5,0.879955786228859,50,max_features
6,0.8720271537220065,50,max_features
7,0.8584261595518301,50,max_features
1,0.440680330933789,1,max_depth
2,0.6079333148884218,1,max_depth
3,0.7367251818364781,1,max_depth
4,0.8189207383330077,1,max_depth
5,0.8547365472734538,1,max_depth
6,0.8777526073293104,1,max_depth
7,0.8875074179436249,1,max_depth
8,0.8909132198091636,1,max_depth
9,0.8844581131832094,1,max_depth
10,0.8890834624618378,1,max_depth
11,0.8877148643462834,1,max_depth
12,0.8900172423831357,1,max_depth
13,0.8853946785250297,1,max_depth
14,0.8983548503684935,1,max_depth
15,0.8939882332843065,1,max_depth
16,0.8813920476783549,1,max_depth
17,0.8970919045729902,1,max_depth
18,0.8863443090172782,1,max_depth
19,0.8836796056553595,1,max_depth
20,0.8851877478749537,1,max_depth
21,0.88662862536076,1,max_depth
22,0.8845226654140705,1,max_depth
23,0.8854416446609821,1,max_depth
24,0.8827174599781014,1,max_depth
25,0.8871418930102616,1,max_depth
1,0.3184027182869483,2,max_depth
2,0.5019560663318738,2,max_depth
3,0.6832439746844541,2,max_depth
4,0.8058698279660794,2,max_depth
5,0.8690271712138506,2,max_depth
6,0.9127151503188491,2,max_depth
7,0.935094630694148,2,max_depth
8,0.9541568009210438,2,max_depth
9,0.9593421786477639,2,max_depth
10,0.9637179439470633,2,max_depth
11,0.9630844863579007,2,max_depth
12,0.9642482532234312,2,max_depth
13,0.9650718220697816,2,max_depth
14,0.9647792634445986,2,max_depth
15,0.9650901656767243,2,max_depth
16,0.9637161014762854,2,max_depth
17,0.9656402230677271,2,max_depth
18,0.9649322426039987,2,max_depth
19,0.9652087291977514,2,max_depth
20,0.9626835953610244,2,max_depth
21,0.9646364697497908,2,max_depth
22,0.9629873199877262,2,max_depth
23,0.9649587467971438,2,max_depth
24,0.963145357209653,2,max_depth
25,0.9644875035990157,2,max_depth
1,0.4328665256301233,3,max_depth
2,0.6349553453837817,3,max_depth
3,0.7695256460174671,3,max_depth
4,0.84790797906081,3,max_depth
5,0.8863143717931427,3,max_depth
6,0.9163692072473035,3,max_depth
7,0.9311852776333088,3,max_depth
8,0.934122492739744,3,max_depth
9,0.9371754604243421,3,max_depth
10,0.9368156698496601,3,max_depth
11,0.9388000840712597,3,max_depth
12,0.9405318601174925,3,max_depth
13,0.938348164510618,3,max_depth
14,0.9382631587836275,3,max_depth
15,0.9366750375482938,3,max_depth
16,0.9392312988336736,3,max_depth
17,0.9391477413296485,3,max_depth
18,0.9378121292809254,3,max_depth
19,0.9370375106714324,3,max_depth
20,0.9374379091079654,3,max_depth
21,0.9364501533626788,3,max_depth
22,0.9387728395097373,3,max_depth
23,0.9366188937370996,3,max_depth
24,0.9371987882309135,3,max_depth
25,0.9390253160086879,3,max_depth
1,0.356545790663242,4,max_depth
2,0.6180855475879218,4,max_depth
3,0.6769944182744346,4,max_depth
4,0.7709747028401044,4,max_depth
5,0.8508553654065735,4,max_depth
6,0.8981644758682115,4,max_depth
7,0.9264621419369677,4,max_depth
8,0.9415894910064255,4,max_depth
9,0.9429949702186855,4,max_depth
10,0.9499884364316555,4,max_depth
11,0.9474390289235296,4,max_depth
12,0.9520621818422792,4,max_depth
13,0.9469128191214518,4,max_depth
14,0.9510124793122405,4,max_depth
15,0.9494607959713496,4,max_depth
16,0.9521248508310983,4,max_depth
17,0.9450256562476543,4,max_depth
18,0.9519176470350279,4,max_depth
19,0.9475530106835273,4,max_depth
20,0.949154639709065,4,max_depth
21,0.9491712426629126,4,max_depth
22,0.9540351828254512,4,max_depth
23,0.9506792502518173,4,max_depth
24,0.9416771038377366,4,max_depth
25,0.9491281416487665,4,max_depth
1,0.32714233155989836,5,max_depth
2,0.49118540128913635,5,max_depth
3,0.639264102627189,5,max_depth
4,0.7496753472230453,5,max_depth
5,0.8096429776679241,5,max_depth
6,0.8492579505910316,5,max_depth
7,0.8790771560107058,5,max_depth
8,0.8946811008311513,5,max_depth
9,0.8992312586516973,5,max_depth
10,0.8998178943917664,5,max_depth
11,0.8986718777085442,5,max_depth
12,0.9040622628110271,5,max_depth
13,0.9066540559960504,5,max_depth
14,0.9033390399005276,5,max_depth
15,0.9028444692939972,5,max_depth
16,0.899241237257508,5,max_depth
17,0.8963158053305296,5,max_depth
18,0.9072181343739992,5,max_depth
19,0.9050459845289812,5,max_depth
20,0.9031561648081586,5,max_depth
21,0.9012231219951718,5,max_depth
22,0.9038429987781615,5,max_depth
23,0.9022583935913271,5,max_depth
24,0.9029550143105058,5,max_depth
25,0.9025602758212068,5,max_depth
1,0.4529479922046237,6,max_depth
2,0.6971975134774532,6,max_depth
3,0.7986210871803874,6,max_depth
4,0.8179088141271844,6,max_depth
5,0.8447918870243716,6,max_depth
6,0.8651878278554271,6,max_depth
7,0.8710875545270347,6,max_depth
8,0.8980967324368518,6,max_depth
9,0.8993974311116855,6,max_depth
10,0.8973352619656364,6,max_depth
11,0.9005740170632897,6,max_depth
12,0.8996219340588854,6,max_depth
13,0.9066898220267081,6,max_depth
14,0.8999861013998354,6,max_depth
15,0.9061404325191358,6,max_depth
16,0.8987758505655116,6,max_depth
17,0.9014352676787974,6,max_depth
18,0.9014408128705488,6,max_depth
19,0.9055425418909159,6,max_depth
20,0.910081778585932,6,max_depth
21,0.9103849515598542,6,max_depth
22,0.902216813049673,6,max_depth
23,0.9045323511353769,6,max_depth
24,0.9001686168426289,6,max_depth
25,0.8996185133158846,6,max_depth
1,0.4263991806156584,7,max_depth
2,0.6636339130928071,7,max_depth
3,0.7950509694162953,7,max_depth
4,0.8694005734015807,7,max_depth
5,0.9245809235108685,7,max_depth
6,0.9418256613179186,7,max_depth
7,0.9481395812301323,7,max_depth
8,0.950759440557057,7,max_depth
9,0.949902176172632,7,max_depth
10,0.9497766780850015,7,max_depth
11,0.9497098772674728,7,max_depth
12,0.9497635026119342,7,max_depth
13,0.95006245679273,7,max_depth
14,0.9504824993607028,7,max_depth
15,0.950212089973967,7,max_depth
16,0.9502700932002295,7,max_depth
17,0.950708583690794,7,max_depth
18,0.9497719737021648,7,max_depth
19,0.9510427681889699,7,max_depth
20,0.9491250632217068,7,max_depth
21,0.9503523523415252,7,max_depth
22,0.9508573230254408,7,max_depth
23,0.950259270190395,7,max_depth
24,0.9516280836792295,7,max_depth
25,0.9493211169446447,7,max_depth
1,0.46900309581902555,8,max_depth
2,0.6491852095380692,8,max_depth
3,0.750980307072496,8,max_depth
4,0.8373197849391024,8,max_depth
5,0.9064476254405178,8,max_depth
6,0.9401495278469216,8,max_depth
7,0.9514496987969934,8,max_depth
8,0.9604871798382989,8,max_depth
9,0.9609469153364665,8,max_depth
10,0.9653670811047548,8,max_depth
11,0.9685922817476752,8,max_depth
12,0.9651983630723994,8,max_depth
13,0.9656363751596969,8,max_depth
14,0.9701012214776007,8,max_depth
15,0.9657815102908294,8,max_depth
16,0.9686584557592302,8,max_depth
17,0.9693676627013263,8,max_depth
18,0.9654383370531484,8,max_depth
19,0.9679558581691978,8,max_depth
20,0.9670085670246127,8,max_depth
21,0.9677378261156092,8,max_depth
22,0.9646965131326869,8,max_depth
23,0.9669979813272479,8,max_depth
24,0.9679618739469678,8,max_depth
25,0.967292345734596,8,max_depth
1,0.4319000523369051,9,max_depth
2,0.6287120091422809,9,max_depth
3,0.77153766074029,9,max_depth
4,0.8585550773212502,9,max_depth
5,0.9143905877958101,9,max_depth
6,0.9356883471777264,9,max_depth
7,0.9578572374150742,9,max_depth
8,0.9598570140315188,9,max_depth
9,0.9608845371873898,9,max_depth
10,0.9603525215151304,9,max_depth
11,0.9648043599230831,9,max_depth
12,0.9639272016916066,9,max_depth
13,0.9618270478661268,9,max_depth
14,0.9614945943369123,9,max_depth
15,0.9582930405048226,9,max_depth
16,0.9613532626418857,9,max_depth
17,0.9606535692040021,9,max_depth
18,0.9599871683905743,9,max_depth
19,0.9597035238496102,9,max_depth
20,0.9635986443608303,9,max_depth
21,0.9607668725372309,9,max_depth
22,0.9598317680351183,9,max_depth
23,0.9610973513908587,9,max_depth
24,0.9611670874333887,9,max_depth
25,0.9601787919335082,9,max_depth
1,0.5069025308502784,10,max_depth
2,0.6804909913447714,10,max_depth
3,0.7848732803340974,10,max_depth
4,0.8677435605747784,10,max_depth
5,0.9223088326165094,10,max_depth
6,0.9506854636103264,10,max_depth
7,0.96471433142953,10,max_depth
8,0.9725545333305714,10,max_depth
9,0.9763921944972666,10,max_depth
10,0.973356486283028,10,max_depth
11,0.975739970998272,10,max_depth
12,0.9754188372377164,10,max_depth
13,0.9776846671066768,10,max_depth
14,0.9759692793890813,10,max_depth
15,0.9764737983518563,10,max_depth
16,0.9756009856065886,10,max_depth
17,0.9748829340509021,10,max_depth
18,0.9775231338891915,10,max_depth
19,0.9744811275045269,10,max_depth
20,0.9751495102220918,10,max_depth
21,0.975577785929003,10,max_depth
22,0.9756443932400409,10,max_depth
23,0.9779108343565404,10,max_depth
24,0.9749699673139129,10,max_depth
25,0.9733375095884109,10,max_depth
1,0.4583477541465443,11,max_depth
2,0.6547221918105752,11,max_depth
3,0.7929250953486378,11,max_depth
4,0.8599569351582085,11,max_depth
5,0.9069166726959597,11,max_depth
6,0.9294692167520701,11,max_depth
7,0.9410119395116927,11,max_depth
8,0.9451627271871341,11,max_depth
9,0.9499920772454664,11,max_depth
10,0.9469528982049491,11,max_depth
11,0.9510911957297732,11,max_depth
12,0.9529974144110266,11,max_depth
13,0.9512583604152611,11,max_depth
14,0.9530306685125927,11,max_depth
15,0.9553818444690927,11,max_depth
16,0.9498785286320823,11,max_depth
17,0.9503516338667785,11,max_depth
18,0.9499776539147445,11,max_depth
19,0.9578764084880335,11,max_depth
20,0.9550616217803712,11,max_depth
21,0.9480795799874475,11,max_depth
22,0.9524351014766717,11,max_depth
23,0.9514657166479057,11,max_depth
24,0.953973256530175,11,max_depth
25,0.9485381431199493,11,max_depth
1,0.39811257576626047,12,max_depth
2,0.6616880335794282,12,max_depth
3,0.8359562689766846,12,max_depth
4,0.9080067275906318,12,max_depth
5,0.941510505796656,12,max_depth
6,0.9649941879191339,12,max_depth
7,0.9721744417733869,12,max_depth
8,0.9704685831510744,12,max_depth
9,0.9736009385107719,12,max_depth
10,0.9756973955442376,12,max_depth
11,0.973779352015938,12,max_depth
12,0.976901193592931,12,max_depth
13,0.9714493932607534,12,max_depth
14,0.9724053478074403,12,max_depth
15,0.9756003628180513,12,max_depth
16,0.9764071843889647,12,max_depth
17,0.9741715449098255,12,max_depth
18,0.9753933396267807,12,max_depth
19,0.9746098872848542,12,max_depth
20,0.9715804265576898,12,max_depth
21,0.9721797881753852,12,max_depth
22,0.9736857147786737,12,max_depth
23,0.9749278085740414,12,max_depth
24,0.9752353984220373,12,max_depth
25,0.9762991917932136,12,max_depth
1,0.4160002484997717,13,max_depth
2,0.6279565186245952,13,max_depth
3,0.7157054147274696,13,max_depth
4,0.785860500056251,13,max_depth
5,0.8987729874693988,13,max_depth
6,0.9425760891824467,13,max_depth
7,0.9747805658356249,13,max_depth
8,0.9862917854618215,13,max_depth
9,0.9913067207979936,13,max_depth
10,0.9932433804677102,13,max_depth
11,0.9942915029787821,13,max_depth
12,0.9949394748719699,13,max_depth
13,0.9938615261200521,13,max_depth
14,0.9945998321155675,13,max_depth
15,0.9926015328639254,13,max_depth
16,0.9933940139837891,13,max_depth
17,0.9934216071708779,13,max_depth
18,0.9934599110816252,13,max_depth
19,0.9930418258278157,13,max_depth
20,0.9941928238216049,13,max_depth
21,0.993150850535725,13,max_depth
22,0.9944038434776551,13,max_depth
23,0.9935654485096164,13,max_depth
24,0.9932262575165925,13,max_depth
25,0.9936399781020901,13,max_depth
1,0.4509112674640937,14,max_depth
2,0.6398962812288651,14,max_depth
3,0.7365451305099318,14,max_depth
4,0.8643879179171357,14,max_depth
5,0.8874792442648823,14,max_depth
6,0.904654984320406,14,max_depth
7,0.9147275739129755,14,max_depth
8,0.9241577369559112,14,max_depth
9,0.9200337772274754,14,max_depth
10,0.9267909530273786,14,max_depth
11,0.9328571346302039,14,max_depth
12,0.921267179955399,14,max_depth
13,0.923098891016553,14,max_depth
14,0.9227273273949901,14,max_depth
15,0.929750477616649,14,max_depth
16,0.9212260328102058,14,max_depth
17,0.9281352244811909,14,max_depth
18,0.9275941406800725,14,max_depth
19,0.9283353179178153,14,max_depth
20,0.9298713087004682,14,max_depth
21,0.9309547643766389,14,max_depth
22,0.9344518510360638,14,max_depth
23,0.9310594863963717,14,max_depth
24,0.9286908272699799,14,max_depth
25,0.928888939855213,14,max_depth
1,0.6136737635212167,15,max_depth
2,0.8042528697162261,15,max_depth
3,0.8767337570220267,15,max_depth
4,0.9305611256845953,15,max_depth
5,0.9576703142594168,15,max_depth
6,0.9677297902240014,15,max_depth
7,0.9756236271411944,15,max_depth
8,0.9822811821540958,15,max_depth
9,0.9817523524363428,15,max_depth
10,0.9840238268216741,15,max_depth
11,0.983080321656524,15,max_depth
12,0.9851454260994484,15,max_depth
13,0.9850772484962391,15,max_depth
14,0.985324913662923,15,max_depth
15,0.9846720499994752,15,max_depth
16,0.9850700765912671,15,max_depth
17,0.9841389226033108,15,max_depth
18,0.9840027971402948,15,max_depth
19,0.9829578814049079,15,max_depth
20,0.9849821813834774,15,max_depth
21,0.9842992594789438,15,max_depth
22,0.985832001356928,15,max_depth
23,0.98542019770927,15,max_depth
24,0.9849414247946072,15,max_depth
25,0.9844019728269094,15,max_depth
1,0.5346879576433213,16,max_depth
2,0.6954750860825509,16,max_depth
3,0.8051568937577589,16,max_depth
4,0.8649931481768605,16,max_depth
5,0.9038455927217268,16,max_depth
6,0.9362751937263212,16,max_depth
7,0.9496307215899571,16,max_depth
8,0.9557963512906699,16,max_depth
9,0.9589991824575175,16,max_depth
10,0.9607542799421607,16,max_depth
11,0.9572145595489765,16,max_depth
12,0.9574611234386179,16,max_depth
13,0.963751544622701,16,max_depth
14,0.9586437726510352,16,max_depth
15,0.9626626337496773,16,max_depth
16,0.9592291778704316,16,max_depth
17,0.9532219498023962,16,max_depth
18,0.9608003870340243,16,max_depth
19,0.9597259085805353,16,max_depth
20,0.9561866787990104,16,max_depth
21,0.9626477994845655,16,max_depth
22,0.9617002913308854,16,max_depth
23,0.9592727066156705,16,max_depth
24,0.9614045055110607,16,max_depth
25,0.9606208689303105,16,max_depth
1,0.5416102356246404,17,max_depth
2,0.6983340753436572,17,max_depth
3,0.777271780351802,17,max_depth
4,0.8418464674141843,17,max_depth
5,0.9050896979856691,17,max_depth
6,0.9369319226208256,17,max_depth
7,0.9605924850558423,17,max_depth
8,0.9655888900857034,17,max_depth
9,0.9739999849442481,17,max_depth
10,0.9779735301944036,17,max_depth
11,0.9759679458736209,17,max_depth
12,0.9784509546528554,17,max_depth
13,0.9778037866781841,17,max_depth
14,0.9790342333393408,17,max_depth
15,0.9787531464696674,17,max_depth
16,0.9793425544971452,17,max_depth
17,0.9790353765604919,17,max_depth
18,0.9787756051248859,17,max_depth
19,0.9784883414252912,17,max_depth
20,0.9779886691449259,17,max_depth
21,0.9781732806843129,17,max_depth
22,0.9793486769042524,17,max_depth
23,0.9795592836798606,17,max_depth
24,0.9783127001150841,17,max_depth
25,0.9789376213560541,17,max_depth
1,0.5650217108674838,18,max_depth
2,0.7631388142453972,18,max_depth
3,0.8193110975396988,18,max_depth
4,0.875577475136809,18,max_depth
5,0.9143412636660196,18,max_depth
6,0.9382019087327326,18,max_depth
7,0.9472013556939981,18,max_depth
8,0.9522971128164011,18,max_depth
9,0.9587373558339605,18,max_depth
10,0.958224636784516,18,max_depth
11,0.9597365427219052,18,max_depth
12,0.9644745886135913,18,max_depth
13,0.9641014984555114,18,max_depth
14,0.9639781636631855,18,max_depth
15,0.9620867465923525,18,max_depth
16,0.9626372933047014,18,max_depth
17,0.9646475390616565,18,max_depth
18,0.9654488993284782,18,max_depth
19,0.9621008380859762,18,max_depth
20,0.9653000629262616,18,max_depth
21,0.9630249321179466,18,max_depth
22,0.9616176272821634,18,max_depth
23,0.9627430436343462,18,max_depth
24,0.9639552258278955,18,max_depth
