valores,score,sku,param
25,0.9623694170173197,18,max_depth
1,0.4897122342496112,19,max_depth
2,0.6041616274126552,19,max_depth
3,0.7012417304340247,19,max_depth
4,0.7842449243461415,19,max_depth
5,0.8312433061086386,19,max_depth
6,0.8348954120355874,19,max_depth
7,0.8464323900283252,19,max_depth
8,0.8301605229261911,19,max_depth
9,0.82007227815682,19,max_depth
10,0.8170316221800724,19,max_depth
11,0.819774984929877,19,max_depth
12,0.8054530067404374,19,max_depth
13,0.8126248107853614,19,max_depth
14,0.8027634168911011,19,max_depth
15,0.8125899540717767,19,max_depth
16,0.8084403915556184,19,max_depth
17,0.799588460786534,19,max_depth
18,0.8045596470723972,19,max_depth
19,0.804244023594742,19,max_depth
20,0.7978584748134725,19,max_depth
21,0.806570464267095,19,max_depth
22,0.8038585178130366,19,max_depth
23,0.8142974552270376,19,max_depth
24,0.8061610456532514,19,max_depth
25,0.8178350801127281,19,max_depth
1,0.6190196699926547,20,max_depth
2,0.733360550533793,20,max_depth
3,0.8354838520249652,20,max_depth
4,0.8790942738640867,20,max_depth
5,0.9156127222999658,20,max_depth
6,0.9380983704578854,20,max_depth
7,0.9512294444680406,20,max_depth
8,0.96397692707612,20,max_depth
9,0.9694550931226136,20,max_depth
10,0.9721088976382545,20,max_depth
11,0.9731351169617335,20,max_depth
12,0.9771442963761412,20,max_depth
13,0.9785317582867709,20,max_depth
14,0.9773897443173142,20,max_depth
15,0.979032308201848,20,max_depth
16,0.9762056982158044,20,max_depth
17,0.9797336209077799,20,max_depth
18,0.9753708661681365,20,max_depth
19,0.9753716343882133,20,max_depth
20,0.9764057893918562,20,max_depth
21,0.9760077965192313,20,max_depth
22,0.979367675616024,20,max_depth
23,0.9793218073901551,20,max_depth
24,0.9748986559197148,20,max_depth
25,0.9769768960860405,20,max_depth
1,0.49471415195358814,21,max_depth
2,0.7031706896164809,21,max_depth
3,0.8269262609342742,21,max_depth
4,0.8965468227095117,21,max_depth
5,0.9538575840839429,21,max_depth
6,0.973577431429788,21,max_depth
7,0.9840549151219072,21,max_depth
8,0.9897304642745318,21,max_depth
9,0.990275353347653,21,max_depth
10,0.991507271061911,21,max_depth
11,0.9926990377226512,21,max_depth
12,0.9927967945432327,21,max_depth
13,0.9920674914228607,21,max_depth
14,0.9932669819380265,21,max_depth
15,0.9926912219177951,21,max_depth
16,0.9916886359112322,21,max_depth
17,0.9933023900370204,21,max_depth
18,0.9923319555344373,21,max_depth
19,0.9920789228505734,21,max_depth
20,0.993154330521482,21,max_depth
21,0.9925598890458441,21,max_depth
22,0.9929680438897758,21,max_depth
23,0.9925679747404983,21,max_depth
24,0.9911236685610973,21,max_depth
25,0.9914030846280772,21,max_depth
1,0.4836024984716988,22,max_depth
2,0.6999398750858052,22,max_depth
3,0.7802325418930383,22,max_depth
4,0.8450278511124251,22,max_depth
5,0.8922764536632062,22,max_depth
6,0.922066509722518,22,max_depth
7,0.9362914033114819,22,max_depth
8,0.9460964682356161,22,max_depth
9,0.9476990786927973,22,max_depth
10,0.9495249043055611,22,max_depth
11,0.9516451609351846,22,max_depth
12,0.951369956158368,22,max_depth
13,0.9512453883898475,22,max_depth
14,0.9512493798977057,22,max_depth
15,0.9529602785152707,22,max_depth
16,0.9503783272784423,22,max_depth
17,0.9525610345752312,22,max_depth
18,0.9521588596196989,22,max_depth
19,0.9523183038420169,22,max_depth
20,0.9497881822360139,22,max_depth
21,0.9523297962117713,22,max_depth
22,0.9528773339269041,22,max_depth
23,0.9509693751256162,22,max_depth
24,0.9553573401578677,22,max_depth
25,0.9530573412319553,22,max_depth
1,0.5202399031109357,23,max_depth
2,0.718645529497885,23,max_depth
3,0.8109338350152152,23,max_depth
4,0.8691751414718031,23,max_depth
5,0.9000552585873146,23,max_depth
6,0.9089126804445394,23,max_depth
7,0.9200512762382292,23,max_depth
8,0.9190697861131888,23,max_depth
9,0.922808652229669,23,max_depth
10,0.9253965749779116,23,max_depth
11,0.9281592455200443,23,max_depth
12,0.9309666611671463,23,max_depth
13,0.9279296222231469,23,max_depth
14,0.9314336545222869,23,max_depth
15,0.9301150410842103,23,max_depth
16,0.9306376917754605,23,max_depth
17,0.9364652616239038,23,max_depth
18,0.9290651819059565,23,max_depth
19,0.9328782879792182,23,max_depth
20,0.9339699698605927,23,max_depth
21,0.9311413646698398,23,max_depth
22,0.9233144297077926,23,max_depth
23,0.927750938108036,23,max_depth
24,0.9324499317493906,23,max_depth
25,0.9443584223928924,23,max_depth
1,0.5031862246883089,24,max_depth
2,0.7148408142973413,24,max_depth
3,0.7822099778150203,24,max_depth
4,0.8484752339083342,24,max_depth
5,0.8661541710514572,24,max_depth
6,0.8759640799604476,24,max_depth
7,0.876802815574185,24,max_depth
8,0.878020560832899,24,max_depth
9,0.8752547261595425,24,max_depth
10,0.859476768596759,24,max_depth
11,0.8625339382323076,24,max_depth
12,0.8704272802945725,24,max_depth
13,0.8670411594783959,24,max_depth
14,0.8721941477433675,24,max_depth
15,0.865525224953718,24,max_depth
16,0.8634125419377994,24,max_depth
17,0.8651314579314296,24,max_depth
18,0.8668218960925881,24,max_depth
19,0.8650951350037624,24,max_depth
20,0.8708240571551432,24,max_depth
21,0.8743590709903745,24,max_depth
22,0.8681870627663217,24,max_depth
23,0.8685129484937084,24,max_depth
24,0.8655804169347189,24,max_depth
25,0.8624499930672417,24,max_depth
1,0.4571785286517467,25,max_depth
2,0.635192470160669,25,max_depth
3,0.775156541782342,25,max_depth
4,0.8797054050266045,25,max_depth
5,0.9222912157510941,25,max_depth
6,0.95548782544696,25,max_depth
7,0.9696167634367543,25,max_depth
8,0.9793507230866182,25,max_depth
9,0.976801705272724,25,max_depth
10,0.9777374111378081,25,max_depth
11,0.9726123437924926,25,max_depth
12,0.9741027265125184,25,max_depth
13,0.9754464002054255,25,max_depth
14,0.9759096808957101,25,max_depth
15,0.9727735924895575,25,max_depth
16,0.975436406998927,25,max_depth
17,0.9754029303443777,25,max_depth
18,0.9748493964698455,25,max_depth
19,0.9757613515750607,25,max_depth
20,0.977328084293103,25,max_depth
21,0.9749720700915728,25,max_depth
22,0.9769131740233832,25,max_depth
23,0.9725625473006513,25,max_depth
24,0.9749588767701052,25,max_depth
25,0.9743684324026464,25,max_depth
1,0.5503424875502637,26,max_depth
2,0.7603792917448822,26,max_depth
3,0.8425842882125658,26,max_depth
4,0.8866906857966932,26,max_depth
5,0.9035224087679766,26,max_depth
6,0.9288532429323753,26,max_depth
7,0.938864792358601,26,max_depth
8,0.9456639795796665,26,max_depth
9,0.9540577723850147,26,max_depth
10,0.9612541101537817,26,max_depth
11,0.9625031647434628,26,max_depth
12,0.9654654638349213,26,max_depth
13,0.9629013246127148,26,max_depth
14,0.9660537623062522,26,max_depth
15,0.9662154240208239,26,max_depth
16,0.9666959452519402,26,max_depth
17,0.9591785097170588,26,max_depth
18,0.9631644604600371,26,max_depth
19,0.9683115100649927,26,max_depth
20,0.9612907305837264,26,max_depth
21,0.9576975616913803,26,max_depth
22,0.9563798098773536,26,max_depth
23,0.9649879405703943,26,max_depth
24,0.9646296005855447,26,max_depth
25,0.9597529582330623,26,max_depth
1,0.5577478528784579,27,max_depth
2,0.7297724082840213,27,max_depth
3,0.834026950243487,27,max_depth
4,0.8730875812771519,27,max_depth
5,0.8751434688478297,27,max_depth
6,0.9000574895395438,27,max_depth
7,0.9116917056256931,27,max_depth
8,0.9186304674782985,27,max_depth
9,0.9217117775162007,27,max_depth
10,0.9314570448908226,27,max_depth
11,0.9271657005090417,27,max_depth
12,0.9285052615292964,27,max_depth
13,0.9267915451576548,27,max_depth
14,0.9368258824565472,27,max_depth
15,0.9312926002448332,27,max_depth
16,0.9322019735946266,27,max_depth
17,0.9330855601623513,27,max_depth
18,0.9263986535128802,27,max_depth
19,0.928296968235069,27,max_depth
20,0.9284755852853378,27,max_depth
21,0.9238695058309727,27,max_depth
22,0.9259565129877106,27,max_depth
23,0.9305600450482455,27,max_depth
24,0.9299674976869731,27,max_depth
25,0.9305259457364178,27,max_depth
1,0.49417625468543824,28,max_depth
2,0.7193801823564663,28,max_depth
3,0.8230209453937305,28,max_depth
4,0.8715243931266138,28,max_depth
5,0.9083804891158002,28,max_depth
6,0.9041544004564182,28,max_depth
7,0.9060630177586502,28,max_depth
8,0.9134840274682707,28,max_depth
9,0.9212890395522811,28,max_depth
10,0.9140602364184677,28,max_depth
11,0.9229912533546758,28,max_depth
12,0.9243928019047392,28,max_depth
13,0.9189701266690006,28,max_depth
14,0.9174283634069044,28,max_depth
15,0.9176348106863776,28,max_depth
16,0.919451284689055,28,max_depth
17,0.9235802473073484,28,max_depth
18,0.9177476401956106,28,max_depth
19,0.9223675242965809,28,max_depth
20,0.9189866256066724,28,max_depth
21,0.9200064292558902,28,max_depth
22,0.9216345000711168,28,max_depth
23,0.9185776830577376,28,max_depth
24,0.9215819961129512,28,max_depth
25,0.926091981907261,28,max_depth
1,0.5014259114584467,29,max_depth
2,0.6741386586876508,29,max_depth
3,0.7858494439418751,29,max_depth
4,0.8690685769046658,29,max_depth
5,0.9058028097110378,29,max_depth
6,0.9329835935188977,29,max_depth
7,0.9502155362099405,29,max_depth
8,0.9635950679561993,29,max_depth
9,0.9721881443924204,29,max_depth
10,0.9775854089220795,29,max_depth
11,0.9796645636561252,29,max_depth
12,0.9810306471396505,29,max_depth
13,0.9812031838632957,29,max_depth
14,0.9793968728352863,29,max_depth
15,0.9797234158738238,29,max_depth
16,0.9799554421368516,29,max_depth
17,0.9808894092844644,29,max_depth
18,0.9805610898553971,29,max_depth
19,0.980428978713404,29,max_depth
20,0.9802951855254295,29,max_depth
21,0.9801401137658009,29,max_depth
22,0.9795980472320147,29,max_depth
23,0.9811448165435227,29,max_depth
24,0.9797935708941748,29,max_depth
25,0.9814976973705394,29,max_depth
1,0.4303529489396428,30,max_depth
2,0.7049029812472529,30,max_depth
3,0.7801606476875598,30,max_depth
4,0.8549798095224981,30,max_depth
5,0.9002469516130406,30,max_depth
6,0.9255798194767051,30,max_depth
7,0.9345834575844224,30,max_depth
8,0.9403148077142015,30,max_depth
9,0.9422555379144759,30,max_depth
10,0.9502116322958619,30,max_depth
11,0.9441152807965096,30,max_depth
12,0.9495190311571198,30,max_depth
13,0.9449163292282009,30,max_depth
14,0.9509129011547306,30,max_depth
15,0.9517073819431636,30,max_depth
16,0.9481228858070103,30,max_depth
17,0.9483363818184777,30,max_depth
18,0.9485534182940267,30,max_depth
19,0.9497521244307644,30,max_depth
20,0.9485555785624431,30,max_depth
21,0.9492817072700517,30,max_depth
22,0.9492636017488599,30,max_depth
23,0.9462406995091873,30,max_depth
24,0.9487375276485199,30,max_depth
25,0.9495191435728141,30,max_depth
1,0.5835345758855648,31,max_depth
2,0.7536641968855452,31,max_depth
3,0.8497206747303663,31,max_depth
4,0.9062828649290176,31,max_depth
5,0.9452838264876392,31,max_depth
6,0.9669460024820624,31,max_depth
7,0.9756915996627307,31,max_depth
8,0.979195330975105,31,max_depth
9,0.9799810200720599,31,max_depth
10,0.9797729335587506,31,max_depth
11,0.9819690472610227,31,max_depth
12,0.9825992597084388,31,max_depth
13,0.9855209049293135,31,max_depth
14,0.9842633798162091,31,max_depth
15,0.9821521118284097,31,max_depth
16,0.9817146816718354,31,max_depth
17,0.9834187885803738,31,max_depth
18,0.9826152381171627,31,max_depth
19,0.9831400351231447,31,max_depth
20,0.9843401318104534,31,max_depth
21,0.9832641737345966,31,max_depth
22,0.9820421655326188,31,max_depth
23,0.9833506901303306,31,max_depth
24,0.9811988114696142,31,max_depth
25,0.9841172547381715,31,max_depth
1,0.47226237094328527,32,max_depth
2,0.6403004483664074,32,max_depth
3,0.7698180382324755,32,max_depth
4,0.8671849877783113,32,max_depth
5,0.9189289078240078,32,max_depth
6,0.9374225449957031,32,max_depth
7,0.948273242451009,32,max_depth
8,0.9537361651353746,32,max_depth
9,0.9560647385242348,32,max_depth
10,0.9579674097917718,32,max_depth
11,0.9574967727572148,32,max_depth
12,0.9576157813697903,32,max_depth
13,0.9541537215590514,32,max_depth
14,0.9599435213332417,32,max_depth
15,0.9622129988576414,32,max_depth
16,0.958024317381845,32,max_depth
17,0.9569866464108301,32,max_depth
18,0.9601203432774162,32,max_depth
19,0.9609349364342539,32,max_depth
20,0.9620759854369625,32,max_depth
21,0.9577659921730797,32,max_depth
22,0.9595165110169097,32,max_depth
23,0.9610712707654551,32,max_depth
24,0.9591828973851249,32,max_depth
25,0.9625025000966665,32,max_depth
1,0.5031181750767555,33,max_depth
2,0.7235263113329691,33,max_depth
3,0.744793147135741,33,max_depth
4,0.78823980798052,33,max_depth
5,0.8313650904616545,33,max_depth
6,0.8471351888382121,33,max_depth
7,0.8621942031625851,33,max_depth
8,0.872884498777297,33,max_depth
9,0.8773942583267753,33,max_depth
10,0.8707554029543679,33,max_depth
11,0.8767976769277874,33,max_depth
12,0.8778067227604567,33,max_depth
13,0.8839184310860037,33,max_depth
14,0.8721437936960796,33,max_depth
15,0.8823414647192662,33,max_depth
16,0.8737318860495144,33,max_depth
17,0.8769546123555929,33,max_depth
18,0.8787301431707946,33,max_depth
19,0.8762374133739644,33,max_depth
20,0.8752000575334591,33,max_depth
21,0.8844758000960704,33,max_depth
22,0.8836698943974036,33,max_depth
23,0.8843493893583252,33,max_depth
24,0.8869213703245659,33,max_depth
25,0.8770877085274142,33,max_depth
1,0.6427874660672681,34,max_depth
2,0.7895642634183586,34,max_depth
3,0.8841207693716948,34,max_depth
4,0.9230964186528113,34,max_depth
5,0.9470817677798934,34,max_depth
6,0.9643515352735212,34,max_depth
7,0.9741829542159852,34,max_depth
8,0.9813543125956886,34,max_depth
9,0.985177293783916,34,max_depth
10,0.9864146733404036,34,max_depth
11,0.9874147354995633,34,max_depth
12,0.9869520917144233,34,max_depth
13,0.9880387005718443,34,max_depth
14,0.9882596581182062,34,max_depth
15,0.987538509297118,34,max_depth
16,0.988417881889327,34,max_depth
17,0.9869380351527137,34,max_depth
18,0.9886931559369315,34,max_depth
19,0.988961839506285,34,max_depth
20,0.9869685464113521,34,max_depth
21,0.9878890267538902,34,max_depth
22,0.9885094226267609,34,max_depth
23,0.987858403553584,34,max_depth
24,0.987663035043297,34,max_depth
25,0.9882298571489653,34,max_depth
1,0.5655589326495385,35,max_depth
2,0.7272237840210781,35,max_depth
3,0.8166604860722515,35,max_depth
4,0.8816077873111157,35,max_depth
5,0.9266658281610474,35,max_depth
6,0.9502578353246447,35,max_depth
7,0.9677592571029213,35,max_depth
8,0.9767297149866093,35,max_depth
9,0.9823013021506259,35,max_depth
10,0.9811415371222018,35,max_depth
11,0.9847520325961554,35,max_depth
12,0.9846582592967986,35,max_depth
13,0.9833903840011672,35,max_depth
14,0.986043021030704,35,max_depth
15,0.9857879280228132,35,max_depth
16,0.9865473935303111,35,max_depth
17,0.9846437655516915,35,max_depth
18,0.9848359957414179,35,max_depth
19,0.9861817562491383,35,max_depth
20,0.982932039247186,35,max_depth
21,0.9860837990194955,35,max_depth
22,0.9855057580087727,35,max_depth
23,0.9854701974315351,35,max_depth
24,0.984310774246919,35,max_depth
25,0.9849784231699671,35,max_depth
1,0.5780346541627199,36,max_depth
2,0.7632609370790836,36,max_depth
3,0.837027511576215,36,max_depth
4,0.9064240660489947,36,max_depth
5,0.9356443413510132,36,max_depth
6,0.9533564341092416,36,max_depth
7,0.9638398082642098,36,max_depth
8,0.9672030972059161,36,max_depth
9,0.972149014577935,36,max_depth
10,0.975455796208331,36,max_depth
11,0.9700355992044527,36,max_depth
12,0.9738205342739459,36,max_depth
13,0.9692151981300056,36,max_depth
14,0.9735483276981154,36,max_depth
15,0.9731956974110301,36,max_depth
16,0.9672593554079815,36,max_depth
17,0.9716905883431942,36,max_depth
18,0.9697402391594785,36,max_depth
19,0.9743558125375678,36,max_depth
20,0.9762203210084934,36,max_depth
21,0.9699848686776195,36,max_depth
22,0.9714093274685749,36,max_depth
23,0.9724309206517315,36,max_depth
24,0.9708470479971794,36,max_depth
25,0.9746735625621054,36,max_depth
1,0.4426898039320496,37,max_depth
2,0.6396854457257054,37,max_depth
3,0.7753966824435439,37,max_depth
4,0.8941166099186633,37,max_depth
5,0.9489256442232206,37,max_depth
6,0.9766922246641144,37,max_depth
7,0.9862278940973331,37,max_depth
8,0.9919068450465434,37,max_depth
9,0.992391770343888,37,max_depth
10,0.9938375349469805,37,max_depth
11,0.9933989217113275,37,max_depth
12,0.9944052012204584,37,max_depth
13,0.9938103774782019,37,max_depth
14,0.9928153464137774,37,max_depth
15,0.9928545429129702,37,max_depth
16,0.9925090842101991,37,max_depth
17,0.9945605753096901,37,max_depth
18,0.9936806690841659,37,max_depth
19,0.9927363194483431,37,max_depth
20,0.9941750102990099,37,max_depth
21,0.9946236884144544,37,max_depth
22,0.9939741212945884,37,max_depth
23,0.9946483320429745,37,max_depth
24,0.9941093926165951,37,max_depth
25,0.994128311266401,37,max_depth
1,0.42662816538448867,38,max_depth
2,0.7261617129030373,38,max_depth
3,0.7464388364747219,38,max_depth
4,0.8177294882642087,38,max_depth
5,0.8704339712709203,38,max_depth
6,0.8699867825560996,38,max_depth
7,0.9043696209851417,38,max_depth
8,0.895051750460103,38,max_depth
9,0.9073538083604076,38,max_depth
10,0.915119837062309,38,max_depth
11,0.9072843497836035,38,max_depth
12,0.9185948646971026,38,max_depth
13,0.9177188779504284,38,max_depth
14,0.9191229365930966,38,max_depth
15,0.9062956159005288,38,max_depth
16,0.8944560987973378,38,max_depth
17,0.8961432171777863,38,max_depth
18,0.9042145007107665,38,max_depth
19,0.8915038114202083,38,max_depth
20,0.9105186194484415,38,max_depth
21,0.9020764638742241,38,max_depth
22,0.8918642034800864,38,max_depth
23,0.9161703878308001,38,max_depth
24,0.9177959823982781,38,max_depth
25,0.9002164001096477,38,max_depth
1,0.5031026954227505,39,max_depth
2,0.48094539733351893,39,max_depth
3,0.4960169091765265,39,max_depth
4,0.5860052004094949,39,max_depth
5,0.7016489685881964,39,max_depth
6,0.7394677944999,39,max_depth
7,0.7613740783184414,39,max_depth
8,0.7732715774954039,39,max_depth
9,0.7611565376796551,39,max_depth
10,0.7699435639864032,39,max_depth
11,0.753337233446685,39,max_depth
12,0.7484795903524892,39,max_depth
13,0.7594245777898916,39,max_depth
14,0.7445005282729926,39,max_depth
15,0.7556986236604952,39,max_depth
16,0.7719057866750625,39,max_depth
17,0.7505893460344513,39,max_depth
18,0.7441439563764938,39,max_depth
19,0.7724796090103213,39,max_depth
20,0.7744524539878975,39,max_depth
21,0.7897147699140915,39,max_depth
22,0.7645215986231515,39,max_depth
23,0.7659479052545692,39,max_depth
24,0.7588894472671025,39,max_depth
25,0.7464085777185707,39,max_depth
1,0.5732000507647499,40,max_depth
2,0.717163470950405,40,max_depth
3,0.8238214729525992,40,max_depth
4,0.870492829260073,40,max_depth
5,0.928068242124639,40,max_depth
6,0.9634435378928999,40,max_depth
7,0.981616293448287,40,max_depth
8,0.9906625477842045,40,max_depth
9,0.9942950145930406,40,max_depth
10,0.9959553428582683,40,max_depth
11,0.9966146430298813,40,max_depth
12,0.9971295251104333,40,max_depth
13,0.9973687950489326,40,max_depth
14,0.9969513062647708,40,max_depth
15,0.9967935115805006,40,max_depth
16,0.9969303808402673,40,max_depth
17,0.9966951223737907,40,max_depth
18,0.9971930750471079,40,max_depth
19,0.9968848379048362,40,max_depth
20,0.9970928914370202,40,max_depth
21,0.9974631879853916,40,max_depth
22,0.9969338123802215,40,max_depth
23,0.9969784790495667,40,max_depth
24,0.9968669256760828,40,max_depth
25,0.9965785172179656,40,max_depth
1,0.5366839438525813,41,max_depth
2,0.7061999689583544,41,max_depth
3,0.7778399541140822,41,max_depth
4,0.8488777661402591,41,max_depth
5,0.8813960889734587,41,max_depth
6,0.91519848077868,41,max_depth
7,0.9454235388482587,41,max_depth
8,0.9585812737254176,41,max_depth
9,0.9693221702488832,41,max_depth
10,0.9761762057559721,41,max_depth
11,0.9776790368610916,41,max_depth
12,0.9792576151519514,41,max_depth
13,0.980382369631339,41,max_depth
14,0.9800669849866592,41,max_depth
15,0.97904978510312,41,max_depth
16,0.9789522762031315,41,max_depth
17,0.9803702064394917,41,max_depth
18,0.980670827643009,41,max_depth
19,0.9804466376636115,41,max_depth
20,0.9834337176942102,41,max_depth
21,0.9805690774087475,41,max_depth
22,0.9807534732488271,41,max_depth
23,0.9797975417798865,41,max_depth
24,0.9803773291221022,41,max_depth
25,0.9807893936656327,41,max_depth
1,0.31976255449895064,42,max_depth
2,0.5751719937602754,42,max_depth
3,0.7277033045604393,42,max_depth
4,0.796136114372864,42,max_depth
5,0.8097884055213934,42,max_depth
6,0.8209591811954573,42,max_depth
7,0.8356138182458165,42,max_depth
8,0.8281116474476421,42,max_depth
9,0.8342774031076963,42,max_depth
10,0.8293535941029678,42,max_depth
11,0.8291931131306135,42,max_depth
12,0.8252430986064649,42,max_depth
13,0.8201585188695839,42,max_depth
14,0.8320599911881924,42,max_depth
15,0.8291424659146299,42,max_depth
16,0.8323983333903031,42,max_depth
17,0.829574050776483,42,max_depth
18,0.8293465916027163,42,max_depth
19,0.8274477172956202,42,max_depth
20,0.8245260507924641,42,max_depth
21,0.8383117281059655,42,max_depth
22,0.8261240404109458,42,max_depth
23,0.8213149793776859,42,max_depth
24,0.8277061099403948,42,max_depth
25,0.8341860289871027,42,max_depth
1,0.463411229687658,43,max_depth
2,0.6455738981162698,43,max_depth
3,0.7170496516051241,43,max_depth
4,0.7769417166960542,43,max_depth
5,0.8361463551663861,43,max_depth
6,0.8639224995004086,43,max_depth
7,0.8947496401434705,43,max_depth
8,0.9091111170342832,43,max_depth
9,0.9244642463157203,43,max_depth
10,0.9238994033307751,43,max_depth
11,0.9321070891147278,43,max_depth
12,0.936714132175923,43,max_depth
13,0.9348911505398488,43,max_depth
14,0.9379274287442617,43,max_depth
15,0.9422701430928156,43,max_depth
16,0.9368122059200276,43,max_depth
17,0.9333984449912026,43,max_depth
18,0.931275536769499,43,max_depth
19,0.9411072831016618,43,max_depth
20,0.9382959294541526,43,max_depth
21,0.9364104437855303,43,max_depth
22,0.9406636118296074,43,max_depth
23,0.9313666645637497,43,max_depth
24,0.9391370022220819,43,max_depth
25,0.9325415494290579,43,max_depth
1,0.5544128345626802,44,max_depth
2,0.7264526894271462,44,max_depth
3,0.7843487486571505,44,max_depth
4,0.8111479082386924,44,max_depth
5,0.8427850039970793,44,max_depth
6,0.8672370607582753,44,max_depth
7,0.884053280197985,44,max_depth
8,0.8935558414558925,44,max_depth
9,0.8951210600363206,44,max_depth
10,0.8964615085349846,44,max_depth
11,0.901941407614775,44,max_depth
12,0.8959160534220649,44,max_depth
13,0.8953056842952358,44,max_depth
14,0.8888228735182953,44,max_depth
15,0.8930431434752549,44,max_depth
16,0.8957963450860761,44,max_depth
17,0.8993299040570261,44,max_depth
18,0.8982603636514719,44,max_depth
19,0.9020783960637566,44,max_depth
20,0.8909446988019745,44,max_depth
21,0.8991018372500901,44,max_depth
22,0.8950428805446169,44,max_depth
23,0.8891383920278011,44,max_depth
24,0.8902110475382159,44,max_depth
25,0.896652105077292,44,max_depth
1,0.5709584766398585,45,max_depth
2,0.759407084505775,45,max_depth
3,0.7892455358750047,45,max_depth
4,0.8373401238447041,45,max_depth
5,0.8441435417582952,45,max_depth
6,0.8600328651406272,45,max_depth
7,0.8723921154364518,45,max_depth
8,0.877654441148763,45,max_depth
9,0.8854554091988998,45,max_depth
10,0.88680981079803,45,max_depth
11,0.8983257889418801,45,max_depth
12,0.8966265144991932,45,max_depth
13,0.8975258736971526,45,max_depth
14,0.9024321339179269,45,max_depth
15,0.8953484514847384,45,max_depth
16,0.8954617347259108,45,max_depth
17,0.9012505698050923,45,max_depth
18,0.9014735270748301,45,max_depth
19,0.8884411313731353,45,max_depth
20,0.889341530147308,45,max_depth
21,0.89212265141971,45,max_depth
22,0.8992680533269304,45,max_depth
23,0.9047394629534862,45,max_depth
24,0.8962106420033389,45,max_depth
25,0.8972720522290907,45,max_depth
1,0.5044893202075087,46,max_depth
2,0.6727803638227454,46,max_depth
3,0.765102639772392,46,max_depth
4,0.8125856326478493,46,max_depth
5,0.8509617769777968,46,max_depth
6,0.8687337378211892,46,max_depth
7,0.8821958149204879,46,max_depth
8,0.8986197749245364,46,max_depth
9,0.9053638005897832,46,max_depth
10,0.9084652906340696,46,max_depth
11,0.9064226332538848,46,max_depth
12,0.9063397311741481,46,max_depth
13,0.9061193690812824,46,max_depth
14,0.909509569703556,46,max_depth
15,0.9162243518038157,46,max_depth
16,0.9105829484443344,46,max_depth
17,0.9103883528060167,46,max_depth
18,0.9134188151305714,46,max_depth
19,0.9164631717230818,46,max_depth
20,0.9102672022554958,46,max_depth
21,0.9085992660829018,46,max_depth
22,0.9121456229264044,46,max_depth
23,0.9109730392401304,46,max_depth
24,0.9124994674031325,46,max_depth
25,0.9100492267718507,46,max_depth
1,0.4797452418642937,47,max_depth
2,0.6066860038563335,47,max_depth
3,0.7008351782252293,47,max_depth
4,0.799709907296998,47,max_depth
5,0.8652224135133877,47,max_depth
6,0.8994144617405605,47,max_depth
7,0.9034475889694475,47,max_depth
8,0.9102590221948885,47,max_depth
9,0.9108493246785621,47,max_depth
10,0.9146774645482153,47,max_depth
11,0.911320716127031,47,max_depth
12,0.9093720350791761,47,max_depth
13,0.9131255109172374,47,max_depth
14,0.9104215660828057,47,max_depth
15,0.9114616451492875,47,max_depth
16,0.913734361888259,47,max_depth
17,0.9091599238610149,47,max_depth
18,0.9072732512448738,47,max_depth
19,0.9100361054006021,47,max_depth
20,0.9123841090866229,47,max_depth
21,0.9117109036108614,47,max_depth
22,0.906646774808313,47,max_depth
23,0.9127236797754098,47,max_depth
24,0.9140116428049883,47,max_depth
25,0.9120331290306285,47,max_depth
1,0.5789477276741088,48,max_depth
2,0.7736722274623824,48,max_depth
3,0.8115147156217042,48,max_depth
4,0.8580395719097595,48,max_depth
5,0.8944627908617646,48,max_depth
6,0.9238437483079822,48,max_depth
7,0.9418066281965123,48,max_depth
8,0.9448892489467632,48,max_depth
9,0.9455614932145032,48,max_depth
10,0.9481728784923141,48,max_depth
11,0.9470212554892954,48,max_depth
12,0.9508306382458833,48,max_depth
13,0.9469581516964292,48,max_depth
14,0.9491311179845596,48,max_depth
15,0.9503537924036892,48,max_depth
16,0.9470237292856881,48,max_depth
17,0.9483205328684047,48,max_depth
18,0.9453135853587568,48,max_depth
19,0.9485114405259213,48,max_depth
20,0.9506693352451604,48,max_depth
21,0.9502339134909461,48,max_depth
22,0.9454407592297333,48,max_depth
23,0.9438982848026483,48,max_depth
24,0.9496618905872466,48,max_depth
25,0.9491153728946453,48,max_depth
1,0.4942308284053829,49,max_depth
2,0.7268910570515911,49,max_depth
3,0.7928423445881945,49,max_depth
4,0.8437226355402011,49,max_depth
5,0.8803587348204471,49,max_depth
6,0.8985681333383184,49,max_depth
7,0.9154435917192932,49,max_depth
8,0.9191943724045761,49,max_depth
9,0.9275566140844946,49,max_depth
10,0.9257874297093112,49,max_depth
11,0.9267125826505147,49,max_depth
12,0.9338233689178381,49,max_depth
13,0.9314983061202564,49,max_depth
14,0.9244523859895915,49,max_depth
15,0.9324064738756714,49,max_depth
16,0.9312061280941486,49,max_depth
17,0.9322130452842247,49,max_depth
18,0.9318340425228631,49,max_depth
19,0.9306650381813056,49,max_depth
20,0.9289472994411997,49,max_depth
21,0.9277344811218786,49,max_depth
22,0.9354642088334761,49,max_depth
23,0.9340390830522463,49,max_depth
24,0.9287861695681006,49,max_depth
25,0.9284732630661598,49,max_depth
1,0.5244215808310317,50,max_depth
2,0.6869477859696815,50,max_depth
3,0.7986852923391519,50,max_depth
4,0.8295758867353256,50,max_depth
5,0.8224402348286471,50,max_depth
